#,Open Time,Type,Lots,Symbol,Price,Stop/Loss,Take Profit,Close Time,Close Price,Profit,Comment,MagicNumber
135935531,2018.03.30 17:04,0,0.01,NZDCAD,0.93358,0,0,2018.04.02 04:12,0.93119,-1.86,2LSMA-buy,20180331
135935780,2018.03.30 17:12,0,0.01,NZDCHF,0.69026,0,0,2018.04.02 12:16,0.68896,-1.37,2LSMA-buy,20180331
135936232,2018.03.30 17:31,0,0.01,USDCHF,0.95383,0,0,2018.04.04 10:59,0.95681,3.11,2LSMA-buy,20180331
135939842,2018.03.30 20:35,0,0.01,EURJPY,130.911,0,0,2018.04.02 18:04,130.594,-2.98,lsma_buy_50,20180326
135941661,2018.03.30 22:31,1,0.01,CADCHF,0.73917,0,0,2018.04.02 01:03,0.74081,-1.72,2LSMA-sell,20280331
135942139,2018.03.30 23:30,0,0.01,EURJPY,130.999,0,0,2018.04.02 17:45,130.977,-0.21,ROI_Break_Buy,20180322
135942477,2018.04.02 00:05,0,0.01,EURUSD,1.23241,0,0,2018.04.02 00:05,1.23171,-0.7,lsma_buy_50,20180326
135942987,2018.04.02 00:33,1,0.01,GBPUSD,1.40281,0,0,2018.04.02 00:33,1.4036,-0.79,lsma_sell_25,20280327
135943472,2018.04.02 01:01,0,0.01,NZDCHF,0.69106,0,0,2018.04.03 23:02,0.69506,4.17,lsma_buy_50,20180326
135943473,2018.04.02 01:01,0,0.01,NZDJPY,76.999,0,0,2018.04.04 10:49,77.41,3.87,2LSMA-buy,20180331
135943474,2018.04.02 01:01,1,0.01,NZDJPY,76.924,0,0,2018.04.03 06:29,76.424,4.73,lsma_sell_50,20280326
135943475,2018.04.02 01:01,1,0.01,USDCAD,1.289,0,0,2018.04.02 01:01,1.28965,-0.5,lsma_sell_50,20280326
135943476,2018.04.02 01:01,1,0.01,EURJPY,130.985,0,0,2018.04.02 01:01,131.033,-0.45,lsma_sell_25,20280327
135943493,2018.04.02 01:02,0,0.01,AUDCHF,0.73396,0,0,2018.04.02 16:43,0.73109,-3.02,2LSMA-buy,20180331
135943494,2018.04.02 01:02,0,0.01,AUDNZD,1.06265,0,0,2018.04.02 01:02,1.06181,-0.61,2LSMA-buy,20180331
135943515,2018.04.02 01:03,0,0.01,CADCHF,0.74081,0,0,2018.04.02 16:14,0.73994,-0.91,2LSMA-buy,20180331
135944003,2018.04.02 01:20,0,0.01,GBPAUD,1.82573,0,0,2018.04.02 16:48,1.83069,3.8,lsma_buy_50,20180326
135944301,2018.04.02 01:37,1,0.01,CHFJPY,111.353,0,0,2018.04.02 01:38,111.406,-0.5,lsma_sell_25,20280327
135944376,2018.04.02 01:42,1,0.01,EURNZD,1.70192,0,0,2018.04.02 04:01,1.70395,-1.47,lsma_sell_25,20280327
135944377,2018.04.02 01:42,0,0.01,EURNZD,1.7027,0,0,2018.04.02 01:42,1.70192,-0.56,lsma_buy_50,20180326
135944564,2018.04.02 01:57,0,0.01,GBPCAD,1.8091,0,0,2018.04.02 18:57,1.81207,2.29,lsma_buy_50,20180326
135944792,2018.04.02 02:04,0,0.01,GBPNZD,1.93987,0,0,2018.04.02 14:32,1.94284,2.15,lsma_buy_50,20180326
135946846,2018.04.02 03:44,1,0.01,CADCHF,0.74023,0,0,2018.04.03 14:44,0.74305,-2.95,sell_ha,180401
135947677,2018.04.02 04:12,1,0.01,NZDCAD,0.93119,0,0,2018.04.02 04:12,0.93164,-0.35,2LSMA-sell,20280331
135949564,2018.04.02 05:38,0,0.01,NZDCAD,0.93176,0,0,2018.04.02 05:39,0.9312,-0.43,2LSMA-buy,20180331
135949574,2018.04.02 05:39,1,0.01,NZDCAD,0.9312,0,0,2018.04.02 05:39,0.9317,-0.39,2LSMA-sell,20280331
135949598,2018.04.02 05:40,0,0.01,NZDCAD,0.93186,0,0,2018.04.02 08:00,0.93179,-0.05,2LSMA-buy,20180331
135951796,2018.04.02 08:00,0,0.01,CHFJPY,111.42,0,0,2018.04.03 20:07,110.92,-4.69,2LSMA-buy,20180331
135951799,2018.04.02 08:00,0,0.01,EURJPY,130.974,0,0,2018.04.03 16:19,130.466,-4.77,2LSMA-buy,20180331
135951800,2018.04.02 08:00,1,0.01,NZDCAD,0.93179,0,0,2018.04.02 08:00,0.93223,-0.34,2LSMA-sell,20280331
135952719,2018.04.02 09:00,1,0.01,EURGBP,0.87684,0,0,2018.04.02 16:15,0.87774,-1.26,ROI_Break_Sell,20280322
135953064,2018.04.02 09:06,0,0.01,GBPJPY,149.403,0,0,2018.04.02 09:06,149.363,-0.37,2LSMA-buy,20180331
135953219,2018.04.02 09:11,1,0.01,GBPJPY,149.335,0,0,2018.04.02 09:15,149.39,-0.52,2LSMA-sell,20280331
135953287,2018.04.02 09:15,0,0.01,GBPJPY,149.39,0,0,2018.04.02 09:15,149.353,-0.34,2LSMA-buy,20180331
135953288,2018.04.02 09:15,0,0.01,GBPCHF,1.3414,0,0,2018.04.02 16:15,1.33968,-1.81,ROI_Break_Buy,20180322
135953316,2018.04.02 09:16,1,0.01,GBPJPY,149.322,0,0,2018.04.02 09:17,149.387,-0.62,2LSMA-sell,20280331
135953331,2018.04.02 09:17,0,0.01,GBPJPY,149.387,0,0,2018.04.02 09:17,149.339,-0.45,2LSMA-buy,20180331
135953354,2018.04.02 09:18,1,0.01,GBPJPY,149.342,0,0,2018.04.02 09:30,149.39,-0.45,2LSMA-sell,20280331
135953558,2018.04.02 09:30,0,0.01,GBPJPY,149.39,0,0,2018.04.02 09:30,149.35,-0.38,2LSMA-buy,20180331
135954741,2018.04.02 10:15,1,0.01,GBPJPY,149.343,0,0,2018.04.02 10:16,149.391,-0.45,2LSMA-sell,20280331
135954767,2018.04.02 10:16,0,0.01,GBPJPY,149.391,0,0,2018.04.02 10:16,149.353,-0.36,2LSMA-buy,20180331
135954928,2018.04.02 10:23,1,0.01,GBPJPY,149.347,0,0,2018.04.02 10:24,149.401,-0.51,2LSMA-sell,20280331
135954945,2018.04.02 10:24,0,0.01,GBPJPY,149.401,0,0,2018.04.02 10:24,149.365,-0.33,2LSMA-buy,20180331
135955531,2018.04.02 10:45,0,0.01,GBPUSD,1.40607,0,0,2018.04.02 16:15,1.40549,-0.58,ROI_Break_Buy,20180322
135956171,2018.04.02 11:00,0,0.01,GBPJPY,149.542,0,0,2018.04.02 18:06,149.041,-4.72,ROI_Break_Buy,20180322
135957627,2018.04.02 12:00,0,0.01,EURNZD,1.70542,0,0,2018.04.02 13:20,1.70406,-0.99,2LSMA-buy,20180331
135957629,2018.04.02 12:00,1,0.01,GBPAUD,1.83069,0,0,2018.04.03 17:01,1.82776,2.25,2LSMA-sell,20280331
135957632,2018.04.02 12:00,1,0.01,GBPCAD,1.81132,0,0,2018.04.03 16:16,1.80636,3.86,2LSMA-sell,20280331
135957635,2018.04.02 12:00,1,0.01,GBPCHF,1.34074,0,0,2018.04.03 16:13,1.3458,-5.29,2LSMA-sell,20280331
135957733,2018.04.02 12:01,0,0.02,GBPUSD,1.40687,0,0,2018.04.05 15:23,1.40062,-12.5,SIMPLE H4 1,12345
135957734,2018.04.02 12:01,0,0.02,GBPUSD,1.40687,0,0,2018.04.05 15:23,1.40062,-12.5,SIMPLE H4 2,23456
135957817,2018.04.02 12:06,1,0.01,GBPNZD,1.94472,0,0,2018.04.02 16:00,1.94534,-0.45,2LSMA-sell,20280331
135957980,2018.04.02 12:16,1,0.01,NZDCHF,0.68896,0,0,2018.04.02 12:16,0.68954,-0.61,2LSMA-sell,20280331
135958053,2018.04.02 12:20,0,0.01,NZDCHF,0.6896,0,0,2018.04.02 12:44,0.689,-0.63,2LSMA-buy,20180331
135958377,2018.04.02 12:44,1,0.01,NZDCHF,0.689,0,0,2018.04.02 12:44,0.68962,-0.65,2LSMA-sell,20280331
135958421,2018.04.02 12:46,0,0.01,NZDCHF,0.68959,0,0,2018.04.02 12:48,0.68899,-0.63,2LSMA-buy,20180331
135958433,2018.04.02 12:48,1,0.01,NZDCHF,0.68899,0,0,2018.04.02 12:48,0.68961,-0.65,2LSMA-sell,20280331
135958746,2018.04.02 13:02,1,0.01,NZDJPY,76.838,0,0,2018.04.02 13:02,76.895,-0.53,lsma_sell_25,20280327
135958747,2018.04.02 13:02,0,0.01,NZDCHF,0.68963,0,0,2018.04.02 15:41,0.68906,-0.6,2LSMA-buy,20180331
135959067,2018.04.02 13:20,1,0.01,EURNZD,1.70406,0,0,2018.04.02 13:22,1.70481,-0.54,2LSMA-sell,20280331
135959174,2018.04.02 13:27,0,0.01,EURNZD,1.70482,0,0,2018.04.02 13:28,1.70407,-0.54,2LSMA-buy,20180331
135959184,2018.04.02 13:28,1,0.01,EURNZD,1.70407,0,0,2018.04.02 13:28,1.70479,-0.52,2LSMA-sell,20280331
135959287,2018.04.02 13:33,1,0.01,NZDCAD,0.93135,0,0,2018.04.02 13:34,0.93191,-0.44,lsma_sell_50,20280326
135959380,2018.04.02 13:39,0,0.01,CHFJPY,111.52,0,0,2018.04.02 17:54,111.344,-1.66,lsma_buy_25,20180327
135959454,2018.04.02 13:44,0,0.01,EURNZD,1.70486,0,0,2018.04.02 13:46,1.70408,-0.56,2LSMA-buy,20180331
135959491,2018.04.02 13:46,1,0.01,EURNZD,1.70408,0,0,2018.04.02 13:46,1.70479,-0.51,2LSMA-sell,20280331
135959532,2018.04.02 13:49,0,0.01,EURNZD,1.70486,0,0,2018.04.02 13:51,1.70399,-0.63,2LSMA-buy,20180331
135959560,2018.04.02 13:51,1,0.01,EURNZD,1.70399,0,0,2018.04.02 14:02,1.70482,-0.6,2LSMA-sell,20280331
135960511,2018.04.02 14:30,0,0.01,NZDUSD,0.72389,0,0,2018.04.02 17:00,0.72221,-1.68,ROI_Break_Buy,20180322
135960669,2018.04.02 14:34,0,0.01,GBPUSD,1.40687,0,0,2018.04.02 15:34,1.40652,-0.35,lsma_buy_25,20180327
135960812,2018.04.02 14:35,0,0.01,EURNZD,1.70478,0,0,2018.04.02 14:36,1.70388,-0.65,2LSMA-buy,20180331
135960863,2018.04.02 14:36,1,0.01,EURNZD,1.70388,0,0,2018.04.02 14:38,1.70482,-0.68,2LSMA-sell,20280331
135961156,2018.04.02 14:41,0,0.01,EURNZD,1.70485,0,0,2018.04.02 14:42,1.70403,-0.59,2LSMA-buy,20180331
135961209,2018.04.02 14:42,1,0.01,EURNZD,1.70403,0,0,2018.04.02 14:42,1.70479,-0.55,2LSMA-sell,20280331
135961634,2018.04.02 14:54,0,0.01,EURNZD,1.70481,0,0,2018.04.02 14:55,1.70401,-0.58,2LSMA-buy,20180331
135961657,2018.04.02 14:55,1,0.01,EURNZD,1.70401,0,0,2018.04.02 14:55,1.70477,-0.55,2LSMA-sell,20280331
135961726,2018.04.02 14:57,0,0.01,EURNZD,1.70504,0,0,2018.04.03 16:09,1.69186,-9.57,2LSMA-buy,20180331
135962153,2018.04.02 15:00,0,0.01,EURCAD,1.58933,0,0,2018.04.02 16:45,1.58684,-1.93,ROI_Break_Buy,20180322
135963205,2018.04.02 15:14,1,0.01,AUDCAD,0.98831,0,0,2018.04.02 16:00,0.98803,0.22,2LSMA-sell,20280331
135963307,2018.04.02 15:15,0,0.01,CADJPY,82.642,0,0,2018.04.02 17:45,82.429,-2,ROI_Break_Buy,20180322
135963423,2018.04.02 15:18,0,0.01,EURJPY,131.252,0,0,2018.04.02 15:22,131.226,-0.24,lsma_buy_25,20180327
135963848,2018.04.02 15:30,0,0.01,EURNZD,1.7063,0,0,2018.04.02 18:30,1.70261,-2.67,ROI_Break_Buy,20180322
135964331,2018.04.02 15:41,1,0.01,NZDCHF,0.68906,0,0,2018.04.02 15:41,0.68955,-0.52,2LSMA-sell,20280331
135964364,2018.04.02 15:42,0,0.01,NZDCHF,0.68962,0,0,2018.04.02 16:00,0.68913,-0.51,2LSMA-buy,20180331
135965068,2018.04.02 16:00,0,0.01,USDJPY,106.436,0,0,2018.04.02 17:45,106.238,-1.86,ROI_Break_Buy,20180322
135965070,2018.04.02 16:00,0,0.01,CHFJPY,111.636,0,0,2018.04.02 18:04,111.129,-4.77,buy_ha,180402
135965081,2018.04.02 16:00,0,0.01,AUDCAD,0.98803,0,0,2018.04.02 16:05,0.98757,-0.36,2LSMA-buy,20180331
135965085,2018.04.02 16:00,0,0.01,EURAUD,1.60822,0,0,2018.04.02 16:38,1.60621,-1.54,2LSMA-buy,20180331
135965089,2018.04.02 16:00,0,0.01,GBPNZD,1.94534,0,0,2018.04.02 16:00,1.94464,-0.51,2LSMA-buy,20180331
135965093,2018.04.02 16:00,1,0.01,NZDCHF,0.68913,0,0,2018.04.02 16:00,0.68961,-0.5,2LSMA-sell,20280331
135965277,2018.04.02 16:02,0,0.01,EURNZD,1.70611,0,0,2018.04.02 16:37,1.70361,-1.81,lsma_buy_25,20180327
135965390,2018.04.02 16:05,1,0.01,AUDCAD,0.98757,0,0,2018.04.02 16:07,0.98798,-0.32,2LSMA-sell,20280331
135965393,2018.04.02 16:05,1,0.01,GBPUSD,1.40579,0,0,2018.04.05 12:31,1.40659,-0.8,2LSMA-sell,20280331
135965470,2018.04.02 16:07,0,0.01,AUDCAD,0.98798,0,0,2018.04.02 16:33,0.98754,-0.34,2LSMA-buy,20180331
135965639,2018.04.02 16:14,1,0.01,CADCHF,0.73996,0,0,2018.04.02 16:16,0.74048,-0.55,2LSMA-sell,20280331
135965764,2018.04.02 16:16,0,0.01,CADCHF,0.74048,0,0,2018.04.03 18:50,0.74978,9.69,2LSMA-buy,20180331
135965809,2018.04.02 16:17,1,0.01,GBPNZD,1.94235,0,0,2018.04.02 16:18,1.94327,-0.67,2LSMA-sell,20280331
135965847,2018.04.02 16:18,0,0.01,GBPNZD,1.94327,0,0,2018.04.02 16:18,1.94251,-0.55,2LSMA-buy,20180331
135965960,2018.04.02 16:23,1,0.01,GBPNZD,1.94236,0,0,2018.04.02 16:24,1.94318,-0.59,2LSMA-sell,20280331
135965979,2018.04.02 16:24,0,0.01,GBPNZD,1.94318,0,0,2018.04.02 16:24,1.94239,-0.57,2LSMA-buy,20180331
135966481,2018.04.02 16:33,1,0.01,AUDCAD,0.98758,0,0,2018.04.02 16:34,0.98802,-0.34,2LSMA-sell,20280331
135966505,2018.04.02 16:34,0,0.01,AUDCAD,0.98804,0,0,2018.04.02 16:36,0.98746,-0.45,2LSMA-buy,20180331
135966506,2018.04.02 16:34,1,0.01,GBPNZD,1.9423,0,0,2018.04.02 16:42,1.94343,-0.82,2LSMA-sell,20280331
135966674,2018.04.02 16:36,1,0.01,AUDCAD,0.98752,0,0,2018.04.02 16:38,0.98797,-0.35,2LSMA-sell,20280331
135966681,2018.04.02 16:36,1,0.01,EURCAD,1.58659,0,0,2018.04.02 16:39,1.58723,-0.49,2LSMA-sell,20280331
135966761,2018.04.02 16:38,0,0.01,AUDCAD,0.98797,0,0,2018.04.02 16:43,0.9875,-0.37,2LSMA-buy,20180331
135966763,2018.04.02 16:38,1,0.01,EURAUD,1.60621,0,0,2018.04.02 16:39,1.60668,-0.36,2LSMA-sell,20280331
135966787,2018.04.02 16:39,0,0.01,EURAUD,1.6066,0,0,2018.04.03 16:09,1.59754,-6.97,2LSMA-buy,20180331
135966788,2018.04.02 16:39,0,0.01,EURCAD,1.58724,0,0,2018.04.02 16:39,1.58684,-0.31,2LSMA-buy,20180331
135966894,2018.04.02 16:42,0,0.01,GBPNZD,1.94343,0,0,2018.04.02 16:42,1.94268,-0.55,2LSMA-buy,20180331
135966911,2018.04.02 16:42,1,0.01,AUDCHF,0.73127,0,0,2018.04.03 14:44,0.7347,-3.58,sell_ha,180401
135966918,2018.04.02 16:42,0,0.01,GBPUSD,1.40524,0,0,2018.04.05 12:00,1.40424,-1,buy_ha,180402
135966943,2018.04.02 16:43,1,0.01,AUDCAD,0.9875,0,0,2018.04.03 20:38,0.9835,3.13,2LSMA-sell,20280331
135966944,2018.04.02 16:43,1,0.01,AUDCHF,0.73109,0,0,2018.04.02 16:43,0.73143,-0.35,2LSMA-sell,20280331
135966946,2018.04.02 16:43,1,0.01,EURCAD,1.58681,0,0,2018.04.02 16:44,1.5872,-0.3,2LSMA-sell,20280331
135966964,2018.04.02 16:44,0,0.01,AUDCHF,0.7315,0,0,2018.04.03 17:12,0.73545,4.12,2LSMA-buy,20180331
135966966,2018.04.02 16:44,0,0.01,EURCAD,1.5872,0,0,2018.04.03 16:09,1.57777,-7.35,2LSMA-buy,20180331
135971241,2018.04.02 17:59,1,0.01,EURUSD,1.23099,0,0,2018.04.03 09:33,1.23175,-0.76,lsma_sell_50,20280326
135971545,2018.04.02 18:00,0,0.01,USDCAD,1.29055,0,0,2018.04.03 15:10,1.28497,-4.34,ROI_Break_Buy,20180322
135973331,2018.04.02 18:16,1,0.01,USDJPY,106.078,0,0,2018.04.02 18:16,106.098,-0.19,lsma_sell_50,20280326
135973474,2018.04.02 18:19,0,0.01,USDCAD,1.29146,0,0,2018.04.02 18:21,1.29099,-0.36,lsma_buy_50,20180326
135974539,2018.04.02 18:36,1,0.01,GBPJPY,148.828,0,0,2018.04.02 18:36,148.863,-0.33,lsma_sell_25,20280327
135980322,2018.04.02 20:31,1,0.01,USDJPY,105.844,0,0,2018.04.02 20:37,105.88,-0.34,lsma_sell_25,20280327
135981157,2018.04.02 20:45,0,0.01,EURCAD,1.59024,0,0,2018.04.02 22:59,1.5886,-1.27,lsma_buy_50,20180326
135982068,2018.04.02 21:00,0,0.01,AUDCAD,0.99025,0,0,2018.04.03 16:36,0.98654,-2.89,ROI_Break_Buy,20180322
135986461,2018.04.02 23:45,0,0.01,AUDNZD,1.06238,0,0,2018.04.03 12:45,1.06011,-1.64,ROI_Break_Buy,20180322
135986686,2018.04.03 00:01,1,0.01,USDJPY,105.868,0,0,2018.04.03 16:24,106.506,-5.99,sell_ha,180401
135986750,2018.04.03 00:03,1,0.01,GBPJPY,148.684,0,0,2018.04.03 09:23,149.186,-4.74,sell_ha,180401
135986830,2018.04.03 00:07,1,0.01,CADJPY,81.942,0,0,2018.04.03 14:34,82.493,-5.18,sell_ha,180401
135986831,2018.04.03 00:07,1,0.01,EURJPY,130.237,0,0,2018.04.03 10:27,130.752,-4.86,sell_ha,180401
135990426,2018.04.03 03:22,1,0.01,EURJPY,130.068,0,0,2018.04.03 09:26,130.567,-4.7,lsma_sell_25,20280327
135990519,2018.04.03 03:25,1,0.01,EURGBP,0.87526,0,0,2018.04.05 20:00,0.87488,0.53,sell_ha,180401
135990521,2018.04.03 03:25,0,0.01,USDCAD,1.29082,0,0,2018.04.03 14:44,1.28752,-2.56,buy_ha,180402
135990745,2018.04.03 03:35,1,0.01,GBPUSD,1.40486,0,0,2018.04.03 10:13,1.40772,-2.86,lsma_sell_25,20280327
135991232,2018.04.03 04:00,0,0.01,EURNZD,1.70736,0,0,2018.04.03 08:16,1.70236,-3.61,buy_ha,180402
135992532,2018.04.03 04:38,0,0.01,AUDNZD,1.0651,0,0,2018.04.03 04:38,1.06464,-0.33,lsma_buy_50,20180326
135994049,2018.04.03 05:54,1,0.01,CHFJPY,110.85,0,0,2018.04.03 11:38,111.337,-4.58,lsma_sell_25,20280327
135994520,2018.04.03 06:05,1,0.01,EURJPY,130.371,0,0,2018.04.03 07:33,130.434,-0.6,lsma_sell_50,20280326
135994731,2018.04.03 06:17,0,0.01,USDJPY,105.91,0,0,2018.04.03 06:18,105.878,-0.3,lsma_buy_50,20180326
135994778,2018.04.03 06:22,1,0.01,USDCAD,1.28914,0,0,2018.04.03 17:13,1.28518,3.08,lsma_sell_50,20280326
135995956,2018.04.03 07:24,1,0.01,EURNZD,1.70408,0,0,2018.04.03 07:24,1.70475,-0.48,lsma_sell_25,20280327
135996767,2018.04.03 08:00,1,0.04,EURUSD,1.23088,1.23038,1.19588,2018.04.04 11:11,1.23038,2,[sl],2000
136000284,2018.04.03 09:27,0,0.01,USDJPY,106.053,0,0,2018.04.03 09:31,106.02,-0.31,lsma_buy_25,20180327
136001537,2018.04.03 09:42,0,0.01,NZDJPY,76.951,0,0,2018.04.03 09:44,76.88,-0.67,lsma_buy_25,20180327
136001615,2018.04.03 09:43,0,0.01,NZDUSD,0.72589,0,0,2018.04.03 10:31,0.72516,-0.73,lsma_buy_25,20180327
136002594,2018.04.03 09:55,0,0.01,NZDUSD,0.72645,0,0,2018.04.03 09:55,0.72608,-0.37,lsma_buy_50,20180326
136003079,2018.04.03 10:00,1,0.02,USDCAD,1.2876,0,0,2018.04.03 17:47,1.28089,10.48,SIMPLE H4 2,65432
136003080,2018.04.03 10:00,1,0.02,USDCAD,1.2876,0,0,2018.04.03 16:13,1.28457,4.72,SIMPLE H4 1,54321
136005653,2018.04.03 10:28,0,0.01,GBPJPY,149.313,0,0,2018.04.03 10:52,149.246,-0.63,lsma_buy_25,20180327
136007427,2018.04.03 10:59,1,0.01,EURCAD,1.58752,0,0,2018.04.03 15:47,1.57857,6.97,lsma_sell_50,20280326
136014081,2018.04.03 12:45,0,0.01,CADCHF,0.7422,0,0,2018.04.03 21:34,0.74819,6.25,ROI_Break_Buy,20180322
136017007,2018.04.03 13:45,0,0.01,USDCHF,0.95647,0,0,2018.04.04 11:00,0.95705,0.61,ROI_Break_Buy,20180322
136017011,2018.04.03 13:45,1,0.01,EURUSD,1.22964,0,0,2018.04.04 11:00,1.22955,0.09,ROI_Break_Sell,20280322
136017018,2018.04.03 13:45,1,0.01,EURNZD,1.69619,0,0,2018.04.03 17:08,1.69122,3.6,ROI_Break_Sell,20280322
136017589,2018.04.03 13:51,1,0.01,EURNZD,1.69532,0,0,2018.04.03 13:52,1.69615,-0.6,lsma_sell_50,20280326
136018771,2018.04.03 14:01,1,0.01,GBPUSD,1.40228,0,0,2018.04.03 15:26,1.40729,-5.01,ROI_Break_Sell,20280322
136020733,2018.04.03 14:44,0,0.01,GBPCHF,1.34329,0,0,2018.04.03 21:36,1.34724,4.12,buy_ha,180402
136020735,2018.04.03 14:44,0,0.01,NZDUSD,0.72462,0,0,2018.04.05 17:28,0.72759,2.97,buy_ha,180402
136021678,2018.04.03 15:04,1,0.01,AUDCAD,0.98921,0,0,2018.04.03 21:34,0.98421,3.9,lsma_sell_50,20280326
136021679,2018.04.03 15:04,0,0.01,USDCHF,0.95683,0,0,2018.04.25 15:03,0.984,27.61,lsma_buy_25,20180327
136021681,2018.04.03 15:04,1,0.01,AUDJPY,81.673,0,0,2018.04.03 16:39,81.935,-2.46,lsma_sell_50,20280326
136021682,2018.04.03 15:04,1,0.01,EURUSD,1.23031,0,0,2018.04.25 15:02,1.21775,12.56,lsma_sell_25,20280327
136021683,2018.04.03 15:04,0,0.01,CADCHF,0.74344,0,0,2018.04.04 10:53,0.7474,4.14,lsma_buy_50,20180326
136021684,2018.04.03 15:04,1,0.01,USDCAD,1.28713,0,0,2018.04.25 15:02,1.28919,-1.6,lsma_sell_25,20280327
136021685,2018.04.03 15:04,0,0.01,CADJPY,82.583,0,0,2018.04.03 19:22,83.079,4.66,lsma_buy_50,20180326
136021686,2018.04.03 15:04,0,0.01,EURAUD,1.60106,0,0,2018.04.25 15:02,1.61076,7.33,lsma_buy_25,20180327
136021687,2018.04.03 15:04,1,0.01,CHFJPY,111.073,0,0,2018.04.04 07:42,111.264,-1.79,lsma_sell_50,20280326
